,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,PensionFormula,EmployerURL,EmployerCounty,TotalWages
87646,"State University, San Bernardino",54648,77856,0,0,1023.79,0,23270.64,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,58421.59
107621,"State University, San Jose",28079.4,41432.76,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,151.5
56481,"State University, Long Beach",22879.56,38749.56,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,10237.5
90647,"State University, San Diego",85188,150792,0,0,36728.8,0,17631.72,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,165240
5764,"State Polytech University, Pomona",50148,71304,0,0,1023.79,0,9237.72,2.00% @ 62,http://www.cpp.edu/~hr/index.shtml,Los Angeles,51685.25
61982,"State University, Los Angeles",35880,62964,4299.38,0,1243.7,0,17631.72,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,60453.24
80901,"State University, Sacramento",56184,86820,6549.87,0,9084,6075.92,22640.64,3.00% @ 50,http://www.csus.edu/hr/,Sacramento,78708.67
102785,"State University, San Francisco",22879.56,38749.56,0,0,6788,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,10784.4
13264,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,2596,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,2596
19758,"State University, Channel Islands",59076,131088,0,0,3939.08,0,17631.72,2.00% @ 62,http://www.csuci.edu/hr/employment.htm,Ventura ,56704.36
61698,"State University, Los Angeles",85188,150792,0,0,0,0,9319.08,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,104219.32
89507,"State University, San Diego",97968,187176,0,0,2664,0,9319.08,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,178834.82
65575,"State University, Monterey Bay",44712,157800,0,0,396,0,17153.16,2.00% @ 60,https://csumb.edu/hr,Monterey ,85902.16
82525,"State University, Sacramento",50148,71304,0,1382.22,1023.79,0,2118.26,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,44064.72
30198,"State University, East Bay",59076,131088,0,0,31009.6,0,9237.72,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,136470.32
26593,"State University, Dominguez Hills",74988,140976,0,0,650,0,22015.08,2.00% @ 55,https://www.csudh.edu/hr/,Los Angeles,90992
68675,"State University, Northridge",48288,84816,0,0,1393.9,0,17631.72,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,59997.06
32800,"State University, East Bay",22879.56,38749.56,0,0,498,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,498
72980,"State University, Northridge",41868,73548,0,2.73,0,0,0,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,84.6
27041,"State University, Dominguez Hills",28079.4,41432.76,0,0,0,0,0,,https://www.csudh.edu/hr/,Los Angeles,6987.5
87236,"State University, San Bernardino",22879.56,38749.56,0,0,352,0,0,,http://hrd.csusb.edu/,San Bernardino,352
79834,"State University, Sacramento",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csus.edu/hr/,Sacramento,5222.4
27853,"State University, Dominguez Hills",59076,131088,0,0,0,0,9329.16,2.00% @ 62,https://www.csudh.edu/hr/,Los Angeles,64901.24
39769,"State University, Fullerton",34152,59976,0,0,650,0,9090.12,2.00% @ 62,http://hr.fullerton.edu/,Orange,39534.32
9052,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1171.3
24255,"State University, Chico",22879.56,38749.56,0,0,423.01,0,0,,http://www.csuchico.edu/hr/,Butte,423.01
88225,"State University, San Diego",31200,44604,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,1995
62362,"State University, Los Angeles",49512,66192,0,0,128,0,646.88,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,35978.4
77984,"State University, Sacramento",52464,125736,0,0,650,0,9274.44,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,83926
51467,"State University, Long Beach",44712,157800,0,0,60,0,23270.64,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,65087.64
103855,"State University, San Francisco",50148,71304,0,0,1023.79,0,8845.2,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,50735.79
21294,"State University, Chico",74988,140976,0,0,2165,0,23270.64,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,94966.64
5826,"State Polytech University, Pomona",54648,77856,0,49.51,0,0,0,2.00% @ 62,http://www.cpp.edu/~hr/index.shtml,Los Angeles,280.33
7879,"State Polytech University, San Luis Obispo",59076,131088,0,0,5250,0,8845.2,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,78811.68
62926,"State University, Los Angeles",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,13023.32
30146,"State University, East Bay",59076,131088,0,0,10004.8,0,8998.68,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,104357.52
88496,"State University, San Diego",37380,65700,0,0,12.83,0,1076.29,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,29028.15
49035,"State University, Humboldt",22879.56,38749.56,0,0,2590.88,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,3848.38
838,"State Polytech University, Pomona",39456,73944,0,0,851,0,23270.64,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,55448.92
79417,"State University, Sacramento",28079.4,41432.76,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,274.3
63227,"State University, Los Angeles",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,11450.2
3386,"State Polytech University, Pomona",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.cpp.edu/~hr/index.shtml,Los Angeles,7616.41
97472,"State University, San Francisco",39456,73944,0,0,18.12,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,131.94
103177,"State University, San Francisco",22879.56,38749.56,0,0,6630,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,7915.59
96303,"State University, San Diego",22879.56,38749.56,0,0,702.2,0,0,,http://bfa.sdsu.edu/hr/,San Diego,702.2
88273,"State University, San Diego",31200,53496,0,283.48,650,0,10285.17,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,16876.3
40502,"State University, Fullerton",22879.56,291194.4,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,588
106447,"State University, San Jose",59076,131088,0,0,0,0,1474.7,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,58905.82
11574,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,222.2,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1236.2
114044,"State University, San Marcos",67656,143952,0,0,0,0,23270.64,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,84848.48
90582,"State University, San Diego",85188,150792,0,0,0,0,9329.16,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,113449.96
84554,"State University, San Bernardino",97968,173388,0,0,21.5,0,19511.36,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,163182.73
109632,"State University, San Jose",67656,143952,0,0,0,0,420,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,8746.8
37873,"State University, Fresno",22879.56,38749.56,0,0,3339.5,0,0,,http://www.csufresno.edu/humres/,Fresno  ,3339.5
60713,"State University, Los Angeles",97968,187176,0,0,0,0,17631.72,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,142598.4
83030,"State University, Sacramento",22879.56,38749.56,0,0,9830.63,0,0,,http://www.csus.edu/hr/,Sacramento,14289.63
44425,"State University, Fullerton",49536,87000,0,0,650,0,17631.72,2.00% @ 62,http://hr.fullerton.edu/,Orange,73504.68
52877,"State University, Long Beach",59076,131088,0,0,0,0,9237.72,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,75573.64
25601,"State University, Chico",50148,71304,0,0,1023.79,0,22015.08,2.00% @ 60,http://www.csuchico.edu/hr/,Butte,50016.85
45141,"State University, Fullerton",22879.56,38749.56,0,0,9005.7,0,0,,http://hr.fullerton.edu/,Orange,11829.3
39002,"State University, Fresno",28152,66204,0,0,1154.45,0,0,,http://www.csufresno.edu/humres/,Fresno  ,9595.39
9447,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1701.7
17097,"State University, Bakersfield",22879.56,38749.56,0,0,49.5,0,0,,http://www.csub.edu/BAS/hr/,Kern,49.5
101975,"State University, San Francisco",67656,143952,0,0,653,0,23270.64,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,77318.84
95206,"State University, San Diego",22879.56,38749.56,0,0,4267.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,4267.5
111547,"State University, San Jose",22879.56,38749.56,0,0,203,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,203
73561,"State University, Northridge",22879.56,38749.56,0,0,5563.25,0,0,,http://www.csun.edu/hr,Los Angeles,6769.6
51171,"State University, Long Beach",34152,59976,0,0,650,0,9319.08,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,43396.28
19970,"State University, Channel Islands",22879.56,38749.56,0,0,266,0,0,,http://www.csuci.edu/hr/employment.htm,Ventura ,1902.6
112267,"State University, San Jose",22879.56,38749.56,0,0,3773.25,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,3773.25
20925,"State University, Chico",31200,53496,0,2501.82,650,0,3882.95,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,19651.82
26385,"State University, Dominguez Hills",56472,75924,0,0,3000,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,https://www.csudh.edu/hr/,Los Angeles,12847.91
25032,"State University, Chico",22879.56,38749.56,0,0,475.6,0,0,,http://www.csuchico.edu/hr/,Butte,475.6
95338,"State University, San Diego",22879.56,38749.56,0,0,7776.8,0,0,,http://bfa.sdsu.edu/hr/,San Diego,7776.8
26422,"State University, Dominguez Hills",61824,95412,13690.16,0,8194.77,7555.27,21833.28,3.00% @ 50,https://www.csudh.edu/hr/,Los Angeles,107610.65
70855,"State University, Northridge",28079.4,41432.76,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,3172.5
78178,"State University, Sacramento",59076,131088,0,0,13632,0,17631.72,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,88941.76
31012,"State University, East Bay",49512,66192,0,0,4346.66,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,8169.04
93492,"State University, San Diego",62484,79848,6578.62,0,0,0,10687.2,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,69539.86
102653,"State University, San Francisco",22879.56,38749.56,0,0,7297.45,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,11377.42
25883,"State University, Chico",28152,66204,0,0,789.71,0,0,,http://www.csuchico.edu/hr/,Butte,2369.13
116341,"State University, San Marcos",22879.56,38749.56,0,0,3216,0,0,,http://www.csusm.edu/HR/,San Diego,3216
60116,"State University, Los Angeles",37380,65700,0,0,0,0,1560.65,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,9091.47
7711,"State Polytech University, San Luis Obispo",77616,165516,0,0,-4.91,0,5817.66,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,27551.78
52753,"State University, Long Beach",59076,131088,0,0,0,0,11059.05,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,133275.92
85454,"State University, San Bernardino",32556,59856,683,0,650,0,23270.64,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,39193.92
109169,"State University, San Jose",59076,131088,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,17651.5
73112,"State University, Northridge",53712,94332,0,0,650,0,23270.64,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,62157
117881,"State University, Sonoma",28079.4,41432.76,0,0,0,0,0,,http://www.sonoma.edu/hr/,Sonoma,248.3
49766,"State University, Humboldt",22879.56,38749.56,0,0,613.25,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,613.25
82792,"State University, Sacramento",22879.56,38749.56,0,0,377,0,0,,http://www.csus.edu/hr/,Sacramento,377
80087,"State University, Sacramento",59076,131088,0,0,11721.6,0,23270.64,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,33831.36
21595,"State University, Chico",49512,311340,0,0,3012.64,0,9319.08,,http://www.csuchico.edu/hr/,Butte,70036.65
118952,"State University, Sonoma",22879.56,38749.56,0,0,5307.27,0,0,,http://www.sonoma.edu/hr/,Sonoma,8289.22
1530,"State Polytech University, Pomona",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.cpp.edu/~hr/index.shtml,Los Angeles,173.8
71068,"State University, Northridge",28079.4,41432.76,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,1788.75
89690,"State University, San Diego",28080,52920,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,7102.77
74142,"State University, Northridge",22879.56,38749.56,0,0,931.7,0,0,,http://www.csun.edu/hr,Los Angeles,931.7
44760,"State University, Fullerton",22879.56,38749.56,0,0,3430,0,0,,http://hr.fullerton.edu/,Orange,3638
34570,"State University, Fresno",59076,131088,0,0,0,0,17631.72,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,77289.09
70996,"State University, Northridge",28079.4,41432.76,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,1174.5
47193,"State University, Humboldt",30024,108996,0,0,88,0,17631.72,2.00% @ 55,http://www.humboldt.edu/hsuhr/,Humboldt,83964.23
66095,"State University, Monterey Bay",28079.4,41432.76,0,0,0,0,0,,https://csumb.edu/hr,Monterey ,3847.86
68969,"State University, Northridge",66408,85752,8053.01,0,-79.19,0,19592.2,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,59877.4
115556,"State University, San Marcos",22879.56,38749.56,0,0,6401.25,0,0,,http://www.csusm.edu/HR/,San Diego,7820.25
27589,"State University, Dominguez Hills",49512,66192,0,0,0,0,1769.64,Part-Time Seasonal and Temporary (PST) Retirement Plan,https://www.csudh.edu/hr/,Los Angeles,21872
79150,"State University, Sacramento",28079.4,41432.76,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,198.9
22133,"State University, Chico",85188,150792,0,0,0,0,23270.64,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,95335.64
54836,"State University, Long Beach",49512,66192,0,0,2833.36,0,23270.64,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,42601.52
106283,"State University, San Jose",52464,125736,0,0,1277.82,0,12645.69,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,68196.14
30910,"State University, East Bay",44976,78984,2265.58,1356.58,650,0,7765.9,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,46805.16
94675,"State University, San Diego",22879.56,38749.56,0,0,1840,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1840
92431,"State University, San Diego",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,4783.2
9839,"State Polytech University, San Luis Obispo",33468,58812,0,0,10.31,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,332.16
85253,"State University, San Bernardino",28079.4,41432.76,0,0,0,0,0,,http://hrd.csusb.edu/,San Bernardino,286
106210,"State University, San Jose",32832,57672,0,0,650,0,23270.64,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,46837.8
77537,"State University, Sacramento",56472,75924,0,0,1800,0,8998.68,2.00% @ 60,http://www.csus.edu/hr/,Sacramento,47861.86
36155,"State University, Fresno",49512,66192,0,0,930.07,0,0,,http://www.csufresno.edu/humres/,Fresno  ,14396.27
30439,"State University, East Bay",85188,150792,0,0,0,0,179.28,,http://www.csueastbay.edu/af/departments/hr/,Alameda,52536
115306,"State University, San Marcos",42180,74076,0,27.75,0,0,-2105.08,2.00% @ 62,http://www.csusm.edu/HR/,San Diego,3336.54
103673,"State University, San Francisco",22879.56,38749.56,0,0,4180.41,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,4180.41
119043,"State University, Sonoma",22879.56,38749.56,0,0,9516.43,0,0,,http://www.sonoma.edu/hr/,Sonoma,15471.34
109696,"State University, San Jose",85188,150792,0,0,3743.6,0,14.94,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,9230.8
88221,"State University, San Diego",31200,44604,0,400.5,138.74,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,5054
73043,"State University, Northridge",56184,86820,16141.47,0,8858.97,0,8944.24,2.50% @ 57,http://www.csun.edu/hr,Los Angeles,88888.46
102588,"State University, San Francisco",22879.56,38749.56,0,0,6390,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,9596.5
53889,"State University, Long Beach",28079.4,41432.76,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,2067.01
49925,"State University, Humboldt",22879.56,38749.56,0,0,2149.5,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,2149.5
42194,"State University, Fullerton",28079.4,41432.76,0,0,0,0,0,,http://hr.fullerton.edu/,Orange,10543
104085,"State University, San Francisco",22879.56,38749.56,0,0,297.6,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,297.6
6964,"State Polytech University, San Luis Obispo",35712,66912,0,0,650,0,9319.08,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,40064.04
11646,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,177.45,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1761.45
97870,"State University, San Francisco",31200,53496,0,534.89,650,0,1120,2.00% @ 62,http://www.sfsu.edu/~hrwww/,San Francisco,24213.44
95594,"State University, San Diego",22879.56,38749.56,0,0,1541.4,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1541.4
18249,"State University, CA Maritime Academy",22879.56,38749.56,0,0,135.7,0,0,,http://www.csum.edu/web/faculty-and-staff/hr,Solano,406.1
120083,"State University, Sonoma",22879.56,38749.56,0,0,2359.48,0,0,,http://www.sonoma.edu/hr/,Sonoma,2359.48
40958,"State University, Fullerton",26928,38172,0,0,0,0,0,,http://hr.fullerton.edu/,Orange,2234
31147,"State University, East Bay",49512,66192,0,0,0,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,18840.51
48616,"State University, Humboldt",85188,150792,0,0,500,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,4663.4
745,Chancellor's Office,22879.56,38749.56,0,0,1488,0,0,,http://www.calstate.edu/HRS/,Los Angeles,5400
114632,"State University, San Marcos",49512,66192,0,0,11241.64,0,49.35,2.00% @ 62,http://www.csusm.edu/HR/,San Diego,36351.71
96522,"State University, San Diego",28152,66204,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1740
118274,"State University, Sonoma",59076,131088,0,0,6308.82,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sonoma.edu/hr/,Sonoma,11742
122671,"State University, Stanislaus",23587.2,324000,0,0,750,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csustan.edu/HR/index.html,Stanislaus,750
75194,"State University, Northridge",22879.56,38749.56,0,0,1506.7,0,0,,http://www.csun.edu/hr,Los Angeles,1506.7
21381,"State University, Chico",67656,110088,0,0,0,0,23270.64,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,79714.38
119289,"State University, Sonoma",22879.56,38749.56,0,0,1254.39,0,0,,http://www.sonoma.edu/hr/,Sonoma,1254.39
51844,"State University, Long Beach",22879.56,291194.4,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,1743
121510,"State University, Stanislaus",67656,143952,0,0,7115.67,0,23270.64,2.00% @ 55,http://www.csustan.edu/HR/index.html,Stanislaus,74582.32
22465,"State University, Chico",28079.4,41432.76,0,0,0,0,0,,http://www.csuchico.edu/hr/,Butte,386.1
72809,"State University, Northridge",32880,61620,0,169.96,8813.77,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,20399.53
27656,"State University, Dominguez Hills",49512,66192,0,0,0,0,1769.64,2.00% @ 62,https://www.csudh.edu/hr/,Los Angeles,54096.44
104271,"State University, San Francisco",22879.56,38749.56,0,0,2416.4,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,2416.4
105049,"State University, San Jose",39456,73944,0,0,4264.61,0,1629.64,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,49481.46
94492,"State University, San Diego",22879.56,38749.56,0,0,5892.85,0,0,,http://bfa.sdsu.edu/hr/,San Diego,5892.85
68041,"State University, Northridge",34152,59976,0,7893.23,650,0,4858.14,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,31473.87
19559,"State University, Channel Islands",49512,66192,0,0,850,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuci.edu/hr/employment.htm,Ventura ,6558.4
122430,"State University, Stanislaus",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csustan.edu/HR/index.html,Stanislaus,11450.2
24981,"State University, Chico",22879.56,38749.56,0,0,505.76,0,0,,http://www.csuchico.edu/hr/,Butte,505.76
34247,"State University, Fresno",31200,48888,0,0,5231.05,0,9336.54,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,37284.4
17339,"State University, Bakersfield",22879.56,38749.56,0,0,1831.5,0,0,,http://www.csub.edu/BAS/hr/,Kern,1831.5
86871,"State University, San Bernardino",22879.56,38749.56,0,0,10137,0,0,,http://hrd.csusb.edu/,San Bernardino,15137
86434,"State University, San Bernardino",23587.2,324000,0,0,6192,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,6192
11907,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,8662.5,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,11452.3
116800,"State University, Sonoma",44712,157800,0,28458.45,71.72,0,5302.57,2.00% @ 55,http://www.sonoma.edu/hr/,Sonoma,73355.93
111815,"State University, San Jose",22879.56,38749.56,0,0,11760.3,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,11760.3
18010,"State University, CA Maritime Academy",67656,143952,0,0,6852,0,23270.64,2.00% @ 55,http://www.csum.edu/web/faculty-and-staff/hr,Solano,118441.72
71751,"State University, Northridge",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,2400.91
4577,"State Polytech University, Pomona",22879.56,38749.56,0,0,2479.14,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,4157.74
29605,"State University, East Bay",60864,213120,0,0,8804.04,0,17109.6,2.00% @ 55,http://www.csueastbay.edu/af/departments/hr/,Alameda,156080.88
32065,"State University, East Bay",22879.56,38749.56,0,0,994.4,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,1150.6
39232,"State University, Fresno",28152,66204,0,0,250.8,0,0,,http://www.csufresno.edu/humres/,Fresno  ,8884.35
72442,"State University, Northridge",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,11917
80373,"State University, Sacramento",59076,131088,0,0,0,0,23270.64,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,33408.84
46092,"State University, Fullerton",22879.56,38749.56,0,0,152.25,0,0,,http://hr.fullerton.edu/,Orange,152.25
377,Chancellor's Office,60864,213120,0,0,138,0,23270.64,2.00% @ 55,http://www.calstate.edu/HRS/,Los Angeles,136585.44
69956,"State University, Northridge",85188,150792,0,0,0,0,9319.08,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,90552
99769,"State University, San Francisco",67656,143952,0,0,350,0,20936.64,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,88453.96
68639,"State University, Northridge",22879.56,38749.56,0,0,684,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,3720
35774,"State University, Fresno",49512,66192,0,0,22821.12,0,23270.64,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,75913.28
93263,"State University, San Diego",67656,143952,0,0,0,0,9237.72,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,78055.32
25285,"State University, Chico",22879.56,38749.56,0,0,847,0,0,,http://www.csuchico.edu/hr/,Butte,847
81693,"State University, Sacramento",22879.56,38749.56,0,0,1534.5,0,0,,http://www.csus.edu/hr/,Sacramento,1534.5
23901,"State University, Chico",22879.56,38749.56,0,0,6508.46,0,0,,http://www.csuchico.edu/hr/,Butte,8926.24
97280,"State University, San Diego",33336,83460,0,0,0,0,6850.53,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,15003
81774,"State University, Sacramento",22879.56,38749.56,0,0,1518.4,0,0,,http://www.csus.edu/hr/,Sacramento,1518.4
30922,"State University, East Bay",41076,72144,0,0,-65.93,0,7756.88,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,17773.5
83445,"State University, San Bernardino",46764,82152,0,0,835,0,9716.28,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,64359.12
45293,"State University, Fullerton",22879.56,38749.56,0,0,3707,0,0,,http://hr.fullerton.edu/,Orange,7397.5
32061,"State University, East Bay",22879.56,38749.56,0,0,6085.5,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,6482
62969,"State University, Los Angeles",59076,131088,0,0,0,0,17631.72,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,47297.07
5883,"State Polytech University, Pomona",62340,88932,0,0,3879.79,0,23270.64,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,59744.06
115900,"State University, San Marcos",22879.56,38749.56,0,0,1757.8,0,0,,http://www.csusm.edu/HR/,San Diego,1757.8
78330,"State University, Sacramento",67656,143952,0,0,6000,0,89.64,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,93607.64
40443,"State University, Fullerton",22879.56,38749.56,0,0,2559.6,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,4081.2
8835,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,728
34565,"State University, Fresno",59076,131088,0,0,344.22,0,9237.72,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,68877.48
25825,"State University, Chico",28152,66204,0,0,0,0,0,,http://www.csuchico.edu/hr/,Butte,615.9
17077,"State University, Bakersfield",22879.56,38749.56,0,0,1439.9,0,0,,http://www.csub.edu/BAS/hr/,Kern,1439.9
89200,"State University, San Diego",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,657.8
19806,"State University, Channel Islands",59076,131088,0,0,2847.61,0,9329.16,2.00% @ 55,http://www.csuci.edu/hr/employment.htm,Ventura ,40273.92
